Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method
PROD00001724,USER00001724,2023-05-29,2023-11-08,Clothing,488.14,1,Changed mind,163.0,66,Female,City39,Credit Card
PROD00001725,USER00001725,2023-01-12,2023-01-22,Home,210.76,1,Not as described,10.0,48,Male,City38,Debit Card
PROD00001732,USER00001732,2023-06-07,2024-07-22,Books,104.18,1,Not as described,411.0,47,Female,City66,Credit Card
PROD00001739,USER00001739,2024-05-05,2024-10-06,Toys,68.97,2,Wrong item,154.0,46,Male,City62,PayPal
PROD00001741,USER00001741,2023-07-05,2024-06-15,Clothing,167.55,1,Not as described,346.0,62,Female,City32,PayPal
PROD00001744,USER00001744,2023-08-03,2024-03-15,Books,380.5,2,Wrong item,225.0,70,Male,City13,Debit Card
PROD00001745,USER00001745,2024-05-06,2024-12-15,Electronics,188.4,2,Changed mind,223.0,60,Female,City64,PayPal
PROD00001756,USER00001756,2024-09-15,2024-11-29,Home,278.48,2,Changed mind,75.0,28,Male,City53,Credit Card
PROD00001759,USER00001759,2024-04-26,2024-05-16,Books,287.52,3,Defective,20.0,46,Male,City68,PayPal
PROD00001764,USER00001764,2023-01-08,2024-07-19,Toys,144.44,2,Changed mind,558.0,70,Male,City13,Gift Card
PROD00001766,USER00001766,2023-11-29,2024-11-17,Toys,289.17,5,Not as described,354.0,45,Female,City16,Credit Card
PROD00001767,USER00001767,2023-07-21,2024-04-25,Electronics,442.06,2,Defective,279.0,21,Female,City51,Debit Card
PROD00001775,USER00001775,2023-03-10,2023-05-13,Clothing,29.45,2,Defective,64.0,46,Male,City71,PayPal
PROD00001777,USER00001777,2023-10-27,2024-06-12,Electronics,245.76,1,Wrong item,229.0,63,Female,City17,Gift Card
PROD00001778,USER00001778,2023-04-17,2023-07-29,Toys,52.45,1,Wrong item,103.0,37,Male,City100,Credit Card
PROD00001783,USER00001783,2024-07-15,2024-11-09,Electronics,237.61,5,Not as described,117.0,32,Female,City88,Debit Card
PROD00001786,USER00001786,2024-09-16,2024-12-13,Electronics,49.7,2,Defective,88.0,18,Female,City94,Gift Card
PROD00001792,USER00001792,2023-01-13,2024-07-15,Toys,353.81,4,Defective,549.0,55,Female,City31,Debit Card
PROD00001797,USER00001797,2023-09-17,2024-03-02,Books,219.66,3,Defective,167.0,46,Female,City93,Gift Card
PROD00001798,USER00001798,2023-10-15,2024-09-29,Home,247.57,2,Changed mind,350.0,38,Female,City93,Credit Card
PROD00001799,USER00001799,2024-05-03,2024-08-04,Clothing,262.35,4,Changed mind,93.0,65,Female,City78,Gift Card
PROD00001802,USER00001802,2023-09-28,2024-05-10,Clothing,16.98,2,Not as described,225.0,48,Female,City49,Credit Card
PROD00001804,USER00001804,2023-02-01,2024-11-10,Toys,318.09,5,Defective,648.0,68,Female,City30,Gift Card
PROD00001813,USER00001813,2023-03-08,2024-07-01,Electronics,117.92,2,Wrong item,481.0,56,Female,City83,Debit Card
PROD00001814,USER00001814,2023-02-14,2024-09-10,Home,191.62,3,Not as described,574.0,50,Female,City94,Credit Card
PROD00001822,USER00001822,2023-05-19,2023-08-07,Home,328.86,4,Wrong item,80.0,57,Female,City16,Gift Card
PROD00001823,USER00001823,2023-09-26,2024-12-30,Books,98.3,1,Wrong item,461.0,61,Female,City17,Credit Card
PROD00001827,USER00001827,2023-07-03,2024-08-10,Clothing,437.88,2,Not as described,404.0,27,Female,City12,Gift Card
PROD00001831,USER00001831,2024-02-02,2024-02-25,Home,168.91,2,Not as described,23.0,57,Male,City9,Gift Card
PROD00001837,USER00001837,2023-09-23,2024-09-12,Home,239.29,4,Wrong item,355.0,35,Male,City87,PayPal
PROD00001838,USER00001838,2023-06-19,2024-04-16,Electronics,185.82,5,Not as described,302.0,53,Female,City38,Gift Card
PROD00001840,USER00001840,2023-08-17,2024-04-06,Toys,229.3,5,Wrong item,233.0,36,Male,City28,Gift Card
PROD00001844,USER00001844,2023-04-01,2023-10-02,Home,443.01,2,Changed mind,184.0,64,Male,City98,Gift Card
PROD00001849,USER00001849,2023-06-11,2024-06-26,Electronics,402.03,4,Wrong item,381.0,41,Female,City3,PayPal
PROD00001854,USER00001854,2023-05-29,2023-06-19,Toys,158.57,2,Changed mind,21.0,42,Female,City84,Gift Card
PROD00001864,USER00001864,2024-08-10,2024-11-01,Books,332.06,2,Changed mind,83.0,47,Male,City82,Debit Card
PROD00001868,USER00001868,2023-03-30,2023-06-21,Home,34.6,4,Wrong item,83.0,58,Female,City28,PayPal
PROD00001869,USER00001869,2023-06-29,2024-04-25,Electronics,246.12,4,Defective,301.0,52,Male,City33,Credit Card
PROD00001874,USER00001874,2023-07-07,2024-02-25,Clothing,406.07,5,Wrong item,233.0,23,Male,City44,Credit Card
PROD00001877,USER00001877,2023-05-08,2023-11-20,Home,143.03,1,Not as described,196.0,24,Male,City78,Credit Card
PROD00001883,USER00001883,2023-12-15,2024-05-22,Books,445.23,3,Not as described,159.0,36,Male,City14,Debit Card
PROD00001884,USER00001884,2023-04-24,2023-09-30,Home,365.01,2,Defective,159.0,66,Male,City65,Credit Card
PROD00001888,USER00001888,2023-10-06,2024-11-03,Toys,246.46,2,Wrong item,394.0,41,Female,City80,Debit Card
PROD00001904,USER00001904,2024-02-29,2024-06-06,Clothing,330.35,1,Not as described,98.0,67,Male,City10,Gift Card
PROD00001913,USER00001913,2024-03-04,2024-09-11,Home,145.56,4,Defective,191.0,18,Male,City10,Debit Card
PROD00001919,USER00001919,2023-05-20,2023-07-02,Electronics,77.17,2,Wrong item,43.0,44,Male,City58,PayPal
PROD00001921,USER00001921,2023-05-31,2023-07-29,Clothing,430.94,3,Changed mind,59.0,46,Male,City35,Credit Card
PROD00001928,USER00001928,2023-07-16,2023-08-29,Clothing,166.01,1,Wrong item,44.0,25,Female,City66,Debit Card
PROD00001929,USER00001929,2023-12-12,2024-09-26,Toys,50.79,5,Not as described,289.0,55,Female,City84,Credit Card
PROD00001933,USER00001933,2023-07-24,2024-11-06,Toys,369.19,3,Defective,471.0,56,Male,City42,Credit Card
PROD00001934,USER00001934,2023-06-25,2024-09-03,Electronics,261.04,4,Defective,436.0,41,Female,City2,Debit Card
PROD00001935,USER00001935,2023-04-14,2024-03-13,Home,316.67,4,Not as described,334.0,47,Male,City73,Gift Card
PROD00001938,USER00001938,2024-03-30,2024-12-03,Home,80.79,5,Not as described,248.0,52,Female,City40,Debit Card
PROD00001940,USER00001940,2023-03-29,2024-11-10,Books,393.45,5,Defective,592.0,39,Male,City93,Debit Card
PROD00001941,USER00001941,2024-09-27,2024-10-10,Home,287.51,1,Changed mind,13.0,43,Male,City80,Credit Card
PROD00001944,USER00001944,2023-01-23,2023-09-17,Home,288.51,2,Wrong item,237.0,67,Female,City25,Gift Card
PROD00001945,USER00001945,2023-01-08,2023-05-21,Clothing,392.86,5,Changed mind,133.0,20,Male,City36,Gift Card
PROD00001947,USER00001947,2024-03-10,2024-09-20,Clothing,223.71,1,Not as described,194.0,62,Male,City31,PayPal
PROD00001949,USER00001949,2023-10-03,2024-02-24,Electronics,194.41,4,Not as described,144.0,64,Male,City30,Gift Card
PROD00001953,USER00001953,2023-01-16,2023-08-23,Clothing,207.1,2,Changed mind,219.0,19,Male,City100,PayPal
PROD00001956,USER00001956,2023-10-12,2024-11-05,Books,141.12,1,Changed mind,390.0,30,Female,City76,Credit Card
PROD00001959,USER00001959,2024-01-07,2024-10-19,Clothing,53.28,5,Changed mind,286.0,36,Male,City89,Debit Card
PROD00001971,USER00001971,2023-05-13,2024-07-09,Home,202.37,3,Wrong item,423.0,46,Female,City65,PayPal
PROD00001973,USER00001973,2023-06-24,2024-06-01,Clothing,341.64,5,Defective,343.0,67,Female,City57,PayPal
PROD00001975,USER00001975,2023-08-22,2023-10-08,Home,424.92,3,Changed mind,47.0,25,Female,City37,Credit Card
PROD00001990,USER00001990,2023-10-19,2023-11-10,Electronics,147.65,1,Not as described,22.0,62,Female,City16,Credit Card
PROD00001993,USER00001993,2023-01-11,2024-04-20,Clothing,393.95,4,Wrong item,465.0,66,Female,City70,Debit Card
PROD00001995,USER00001995,2023-03-30,2023-05-17,Toys,396.48,5,Not as described,48.0,36,Female,City15,Debit Card
PROD00001996,USER00001996,2023-07-26,2023-11-23,Clothing,290.74,2,Wrong item,120.0,21,Female,City21,Gift Card
PROD00002002,USER00002002,2023-08-29,2024-12-20,Clothing,158.02,5,Defective,479.0,31,Male,City60,PayPal
PROD00002003,USER00002003,2023-06-20,2023-07-03,Home,122.15,2,Defective,13.0,29,Female,City2,Gift Card
PROD00002004,USER00002004,2023-03-08,2024-05-20,Electronics,482.22,3,Wrong item,439.0,22,Female,City60,Debit Card
PROD00002008,USER00002008,2023-07-14,2023-09-14,Home,167.63,1,Defective,62.0,19,Female,City53,PayPal
PROD00002016,USER00002016,2023-04-28,2024-05-29,Electronics,395.66,2,Wrong item,397.0,57,Male,City23,PayPal
PROD00002017,USER00002017,2023-04-06,2024-04-18,Toys,50.38,3,Changed mind,378.0,18,Female,City37,Gift Card
PROD00002020,USER00002020,2023-03-25,2023-11-22,Clothing,92.97,3,Defective,242.0,37,Male,City8,Gift Card
PROD00002022,USER00002022,2023-05-20,2024-06-30,Books,434.47,5,Not as described,407.0,20,Female,City25,Debit Card
PROD00002027,USER00002027,2023-04-29,2024-02-10,Clothing,328.67,1,Changed mind,287.0,48,Male,City5,Gift Card
PROD00002042,USER00002042,2024-08-31,2024-09-25,Home,103.21,4,Defective,25.0,41,Female,City19,Debit Card
PROD00002044,USER00002044,2023-11-16,2024-12-31,Home,434.11,5,Wrong item,411.0,19,Female,City56,Debit Card
PROD00002048,USER00002048,2023-02-10,2024-05-15,Electronics,374.13,2,Not as described,460.0,39,Male,City56,PayPal
PROD00002051,USER00002051,2024-03-08,2024-12-18,Clothing,114.68,2,Wrong item,285.0,49,Male,City59,PayPal
PROD00002068,USER00002068,2023-04-06,2024-03-22,Clothing,341.44,3,Defective,351.0,41,Male,City21,PayPal
PROD00002077,USER00002077,2023-09-08,2024-07-06,Home,244.76,1,Defective,302.0,53,Female,City86,Gift Card
PROD00002078,USER00002078,2023-10-02,2024-08-01,Toys,470.36,1,Defective,304.0,34,Male,City67,Gift Card
PROD00002081,USER00002081,2023-01-17,2023-09-21,Books,37.79,4,Wrong item,247.0,58,Female,City24,Credit Card
PROD00002082,USER00002082,2023-06-27,2023-08-22,Toys,120.71,2,Defective,56.0,42,Female,City13,Credit Card
PROD00002083,USER00002083,2023-12-25,2023-12-27,Toys,470.32,4,Not as described,2.0,54,Male,City22,PayPal
PROD00002084,USER00002084,2023-02-14,2023-09-24,Clothing,401.34,2,Wrong item,222.0,29,Female,City81,Credit Card
PROD00002090,USER00002090,2023-02-12,2023-05-29,Home,248.85,3,Changed mind,106.0,70,Female,City74,Gift Card
PROD00002091,USER00002091,2023-12-10,2024-11-22,Books,311.17,1,Defective,348.0,35,Female,City50,PayPal
PROD00002097,USER00002097,2023-03-03,2024-08-05,Home,5.27,4,Defective,521.0,63,Female,City26,Debit Card
PROD00002103,USER00002103,2023-01-23,2024-01-15,Toys,442.26,4,Defective,357.0,40,Male,City78,Gift Card
PROD00002111,USER00002111,2024-01-26,2024-05-09,Electronics,335.96,1,Wrong item,104.0,56,Male,City87,PayPal
PROD00002125,USER00002125,2023-01-31,2024-09-21,Electronics,452.05,4,Wrong item,599.0,36,Female,City75,PayPal
PROD00002127,USER00002127,2023-04-13,2023-11-28,Toys,418.07,5,Changed mind,229.0,35,Male,City32,Credit Card
PROD00002129,USER00002129,2023-07-03,2024-11-12,Books,419.59,5,Defective,498.0,37,Male,City83,Gift Card
PROD00002135,USER00002135,2023-10-10,2024-04-18,Toys,355.29,5,Not as described,191.0,58,Female,City89,Credit Card
PROD00002136,USER00002136,2023-05-06,2023-05-16,Home,274.6,3,Defective,10.0,30,Female,City62,PayPal
PROD00002137,USER00002137,2024-07-23,2024-10-28,Electronics,497.81,4,Defective,97.0,20,Female,City72,PayPal
PROD00002138,USER00002138,2024-10-02,2024-10-17,Books,480.42,5,Changed mind,15.0,66,Male,City21,Gift Card
PROD00002144,USER00002144,2023-10-20,2024-01-05,Books,274.23,2,Not as described,77.0,61,Female,City97,PayPal
PROD00002145,USER00002145,2023-07-24,2024-10-30,Clothing,61.18,3,Changed mind,464.0,55,Female,City72,Credit Card
PROD00002146,USER00002146,2023-11-11,2024-10-27,Books,90.44,5,Wrong item,351.0,32,Male,City65,Credit Card
PROD00002147,USER00002147,2023-10-28,2024-12-15,Electronics,144.28,5,Not as described,414.0,37,Female,City61,Gift Card
PROD00002148,USER00002148,2023-02-06,2023-11-11,Clothing,475.33,4,Defective,278.0,41,Male,City96,Debit Card
PROD00002151,USER00002151,2024-04-16,2024-06-29,Electronics,47.22,3,Defective,74.0,28,Female,City72,Gift Card
PROD00002152,USER00002152,2023-10-30,2024-12-05,Electronics,156.38,4,Changed mind,402.0,44,Male,City42,Credit Card
PROD00002159,USER00002159,2023-02-16,2024-11-17,Electronics,492.41,5,Not as described,640.0,57,Male,City97,Debit Card
PROD00002168,USER00002168,2023-03-23,2023-05-12,Clothing,340.89,1,Changed mind,50.0,64,Female,City27,Debit Card
PROD00002171,USER00002171,2024-08-01,2024-12-29,Toys,241.55,5,Not as described,150.0,52,Female,City87,PayPal
PROD00002175,USER00002175,2023-07-30,2024-06-01,Electronics,279.02,3,Defective,307.0,58,Male,City61,Credit Card
PROD00002177,USER00002177,2023-04-13,2024-10-17,Toys,82.18,1,Wrong item,553.0,60,Male,City95,Debit Card
PROD00002187,USER00002187,2023-03-09,2024-10-07,Toys,275.51,1,Changed mind,578.0,22,Female,City43,Credit Card
PROD00002197,USER00002197,2023-08-12,2023-12-01,Electronics,420.21,3,Defective,111.0,31,Female,City6,Gift Card
PROD00002200,USER00002200,2024-05-31,2024-10-21,Home,194.49,4,Not as described,143.0,68,Female,City80,PayPal
PROD00002201,USER00002201,2024-01-23,2024-02-16,Books,493.42,1,Changed mind,24.0,56,Female,City43,PayPal
PROD00002203,USER00002203,2023-04-13,2024-07-12,Toys,20.16,5,Not as described,456.0,62,Female,City11,PayPal
PROD00002216,USER00002216,2023-09-01,2024-07-27,Books,279.12,4,Changed mind,330.0,33,Female,City2,PayPal
PROD00002221,USER00002221,2023-05-20,2024-09-08,Toys,260.33,3,Wrong item,477.0,20,Female,City79,Gift Card
PROD00002223,USER00002223,2023-06-26,2024-02-13,Books,445.28,5,Wrong item,232.0,64,Female,City12,Debit Card
PROD00002234,USER00002234,2023-01-22,2023-06-10,Clothing,457.37,4,Changed mind,139.0,25,Female,City93,Credit Card
PROD00002240,USER00002240,2023-04-26,2024-04-26,Toys,169.17,2,Wrong item,366.0,30,Female,City38,Credit Card
PROD00002242,USER00002242,2023-10-17,2024-09-12,Clothing,49.36,1,Defective,331.0,29,Female,City84,PayPal
PROD00002248,USER00002248,2023-07-28,2023-11-02,Electronics,251.82,5,Changed mind,97.0,25,Male,City32,Gift Card
PROD00002253,USER00002253,2023-11-29,2024-06-01,Books,329.21,1,Changed mind,185.0,52,Female,City100,Credit Card
PROD00002271,USER00002271,2023-06-27,2023-07-17,Clothing,351.51,2,Not as described,20.0,40,Female,City56,Debit Card
PROD00002274,USER00002274,2024-10-05,2024-12-25,Electronics,232.1,3,Wrong item,81.0,30,Female,City48,Gift Card
PROD00002287,USER00002287,2024-07-16,2024-11-06,Clothing,496.48,1,Defective,113.0,31,Male,City46,Gift Card
PROD00002288,USER00002288,2023-04-09,2024-02-22,Home,173.32,4,Changed mind,319.0,69,Female,City3,Gift Card
PROD00002289,USER00002289,2023-02-27,2023-12-09,Books,15.82,5,Not as described,285.0,39,Male,City32,Credit Card
PROD00002291,USER00002291,2023-05-06,2024-11-28,Home,434.39,2,Changed mind,572.0,63,Female,City28,PayPal
PROD00002297,USER00002297,2023-11-11,2023-12-15,Books,472.67,2,Changed mind,34.0,29,Female,City4,Debit Card
PROD00002301,USER00002301,2023-09-10,2024-07-06,Electronics,155.73,3,Wrong item,300.0,44,Female,City60,Debit Card
PROD00002309,USER00002309,2023-04-22,2023-04-27,Clothing,73.56,1,Defective,5.0,51,Female,City5,Debit Card
PROD00002313,USER00002313,2023-05-09,2024-09-27,Home,307.23,2,Defective,507.0,50,Female,City90,Gift Card
PROD00002331,USER00002331,2023-03-31,2024-07-18,Home,135.5,5,Wrong item,475.0,45,Female,City84,Credit Card
PROD00002334,USER00002334,2023-07-15,2024-09-26,Electronics,480.49,1,Defective,439.0,66,Female,City10,Credit Card
PROD00002339,USER00002339,2023-02-02,2024-09-25,Books,48.52,3,Defective,601.0,26,Male,City20,Gift Card
PROD00002341,USER00002341,2023-04-01,2023-07-26,Books,215.35,1,Wrong item,116.0,66,Female,City57,Credit Card
PROD00002342,USER00002342,2023-07-17,2024-06-17,Clothing,83.73,2,Changed mind,336.0,61,Male,City52,PayPal
PROD00002344,USER00002344,2023-03-20,2023-12-01,Home,481.75,1,Not as described,256.0,22,Female,City94,Credit Card
PROD00002347,USER00002347,2024-04-09,2024-05-15,Toys,446.58,5,Wrong item,36.0,35,Male,City13,PayPal
PROD00002348,USER00002348,2023-01-27,2024-05-29,Toys,13.72,5,Wrong item,488.0,53,Male,City23,Credit Card
PROD00002349,USER00002349,2023-05-28,2023-10-15,Clothing,436.57,5,Changed mind,140.0,37,Female,City62,Credit Card
PROD00002350,USER00002350,2024-02-01,2024-05-04,Home,239.43,4,Defective,93.0,70,Female,City12,Debit Card
PROD00002358,USER00002358,2024-02-07,2024-10-18,Toys,23.78,1,Not as described,254.0,26,Female,City53,Debit Card
PROD00002362,USER00002362,2023-08-03,2024-09-07,Books,491.79,3,Changed mind,401.0,27,Male,City43,PayPal
PROD00002365,USER00002365,2023-07-08,2023-08-13,Books,453.7,4,Defective,36.0,70,Female,City88,Debit Card
PROD00002368,USER00002368,2024-01-27,2024-07-29,Electronics,430.72,3,Not as described,184.0,53,Female,City39,Gift Card
PROD00002370,USER00002370,2024-01-26,2024-08-20,Clothing,125.13,4,Wrong item,207.0,63,Female,City51,Debit Card
PROD00002371,USER00002371,2024-02-06,2024-09-10,Home,29.63,5,Changed mind,217.0,57,Female,City18,Credit Card
PROD00002372,USER00002372,2023-04-21,2024-03-03,Books,434.02,1,Wrong item,317.0,70,Female,City4,PayPal
PROD00002378,USER00002378,2023-07-24,2024-10-27,Books,344.43,3,Defective,461.0,67,Male,City49,Debit Card
PROD00002382,USER00002382,2023-02-24,2024-02-01,Clothing,207.41,5,Defective,342.0,19,Male,City14,Credit Card
PROD00002390,USER00002390,2023-07-12,2023-08-05,Clothing,444.08,2,Wrong item,24.0,20,Male,City33,Credit Card
PROD00002393,USER00002393,2023-01-25,2024-02-06,Home,460.87,2,Not as described,377.0,56,Male,City67,Debit Card
PROD00002396,USER00002396,2023-11-08,2024-01-01,Clothing,429.63,2,Defective,54.0,20,Female,City8,Credit Card
PROD00002397,USER00002397,2023-04-16,2024-03-15,Books,88.96,1,Wrong item,334.0,24,Female,City18,Credit Card
PROD00002415,USER00002415,2023-12-01,2024-10-26,Clothing,203.61,3,Defective,330.0,64,Male,City37,Credit Card
PROD00002416,USER00002416,2023-12-17,2024-04-14,Toys,314.82,3,Defective,119.0,29,Female,City51,Credit Card
PROD00002426,USER00002426,2023-05-08,2023-10-06,Clothing,204.99,4,Not as described,151.0,62,Female,City80,Debit Card
PROD00002432,USER00002432,2023-01-26,2024-03-07,Home,195.6,1,Wrong item,406.0,31,Male,City40,Credit Card
PROD00002438,USER00002438,2023-04-22,2023-11-03,Books,429.65,3,Not as described,195.0,23,Female,City51,Credit Card
PROD00002440,USER00002440,2024-02-20,2024-11-04,Electronics,268.93,1,Changed mind,258.0,58,Female,City62,Debit Card
PROD00002444,USER00002444,2023-01-19,2024-12-26,Electronics,151.15,3,Defective,707.0,35,Male,City73,Gift Card
PROD00002445,USER00002445,2023-12-28,2024-04-06,Clothing,29.68,3,Not as described,100.0,33,Female,City51,Gift Card
PROD00002449,USER00002449,2023-09-21,2024-07-02,Books,453.4,5,Changed mind,285.0,45,Female,City18,Debit Card
PROD00002459,USER00002459,2023-10-08,2023-10-30,Clothing,162.82,1,Wrong item,22.0,43,Female,City38,Gift Card
PROD00002460,USER00002460,2024-08-04,2024-10-06,Home,101.42,5,Changed mind,63.0,33,Female,City69,PayPal
PROD00002461,USER00002461,2023-04-04,2024-04-07,Home,149.04,2,Changed mind,369.0,19,Female,City21,PayPal
PROD00002462,USER00002462,2023-02-19,2024-04-06,Electronics,280.6,2,Not as described,412.0,59,Female,City86,PayPal
PROD00002463,USER00002463,2024-02-07,2024-10-21,Home,44.98,3,Not as described,257.0,44,Male,City95,PayPal
PROD00002464,USER00002464,2024-05-16,2024-08-20,Electronics,269.16,3,Changed mind,96.0,45,Female,City24,Gift Card
PROD00002467,USER00002467,2024-02-24,2024-05-17,Home,380.82,4,Defective,83.0,44,Female,City90,Gift Card
PROD00002470,USER00002470,2023-10-04,2024-06-11,Electronics,237.27,5,Wrong item,251.0,37,Female,City68,PayPal
PROD00002475,USER00002475,2023-08-25,2024-07-16,Books,268.04,1,Defective,326.0,47,Female,City76,Debit Card
PROD00002480,USER00002480,2023-03-12,2023-04-12,Clothing,482.59,5,Wrong item,31.0,58,Female,City26,Gift Card
PROD00002481,USER00002481,2023-09-25,2024-01-09,Clothing,335.92,5,Defective,106.0,19,Male,City100,Debit Card
PROD00002489,USER00002489,2023-11-13,2024-08-01,Toys,155.48,3,Not as described,262.0,37,Female,City9,Gift Card
PROD00002500,USER00002500,2023-06-18,2024-12-26,Books,220.67,3,Not as described,557.0,18,Female,City7,Credit Card
PROD00002506,USER00002506,2023-07-27,2024-07-13,Clothing,130.85,5,Not as described,352.0,68,Male,City78,Credit Card
PROD00002509,USER00002509,2023-09-04,2024-06-10,Books,100.81,2,Wrong item,280.0,53,Male,City28,Credit Card
PROD00002511,USER00002511,2023-10-26,2024-01-23,Home,385.06,4,Changed mind,89.0,62,Female,City13,Debit Card
PROD00002517,USER00002517,2023-05-02,2024-08-21,Clothing,312.33,5,Not as described,477.0,65,Male,City23,Gift Card
PROD00002519,USER00002519,2023-02-11,2024-06-11,Books,208.36,5,Wrong item,486.0,20,Female,City6,Debit Card
PROD00002526,USER00002526,2024-10-02,2024-11-25,Clothing,206.86,5,Not as described,54.0,47,Female,City76,Credit Card
PROD00002530,USER00002530,2023-10-23,2024-07-03,Clothing,123.09,4,Not as described,254.0,40,Male,City76,Credit Card
PROD00002531,USER00002531,2024-07-08,2024-12-17,Toys,266.6,4,Changed mind,162.0,61,Female,City50,PayPal
PROD00002535,USER00002535,2023-09-15,2023-11-30,Clothing,130.61,2,Wrong item,76.0,34,Female,City98,PayPal
PROD00002538,USER00002538,2023-07-16,2024-12-24,Electronics,480.79,3,Changed mind,527.0,61,Male,City81,Gift Card
PROD00002546,USER00002546,2023-02-17,2024-03-13,Electronics,34.66,5,Wrong item,390.0,49,Male,City56,Gift Card
PROD00002547,USER00002547,2024-01-18,2024-12-05,Electronics,197.23,3,Wrong item,322.0,69,Male,City58,Credit Card
PROD00002553,USER00002553,2023-01-26,2023-05-01,Toys,309.33,4,Wrong item,95.0,60,Male,City67,Gift Card
PROD00002555,USER00002555,2023-08-13,2024-01-02,Toys,21.32,1,Not as described,142.0,50,Male,City40,PayPal
PROD00002557,USER00002557,2023-04-07,2024-01-25,Home,348.47,3,Not as described,293.0,70,Male,City98,Gift Card
PROD00002562,USER00002562,2023-02-13,2023-07-17,Books,206.47,2,Changed mind,154.0,51,Female,City90,Debit Card
PROD00002566,USER00002566,2023-11-17,2024-10-19,Electronics,81.4,4,Defective,337.0,52,Female,City84,Debit Card
PROD00002571,USER00002571,2023-12-07,2024-05-01,Clothing,411.86,2,Not as described,146.0,63,Female,City49,Debit Card
PROD00002577,USER00002577,2023-12-14,2024-01-17,Electronics,420.95,4,Wrong item,34.0,68,Male,City12,Debit Card
PROD00002579,USER00002579,2023-10-16,2024-08-18,Clothing,278.56,4,Defective,307.0,41,Male,City36,Debit Card
PROD00002581,USER00002581,2024-08-21,2024-12-05,Books,448.08,3,Not as described,106.0,40,Female,City50,Credit Card
PROD00002583,USER00002583,2023-08-31,2023-12-31,Books,286.7,3,Not as described,122.0,51,Female,City34,PayPal
PROD00002589,USER00002589,2023-10-20,2024-01-06,Clothing,51.47,5,Changed mind,78.0,67,Male,City70,PayPal
PROD00002596,USER00002596,2023-03-02,2024-07-16,Books,373.16,3,Not as described,502.0,51,Male,City18,Credit Card
PROD00002597,USER00002597,2024-11-08,2024-11-12,Home,64.5,4,Changed mind,4.0,29,Male,City67,Debit Card
PROD00002600,USER00002600,2023-10-04,2024-06-23,Home,19.51,5,Changed mind,263.0,67,Female,City36,Gift Card
PROD00002605,USER00002605,2024-06-24,2024-10-19,Clothing,325.1,4,Defective,117.0,60,Male,City8,Debit Card
PROD00002607,USER00002607,2023-12-28,2024-04-27,Clothing,434.24,2,Not as described,121.0,22,Female,City92,Debit Card
PROD00002613,USER00002613,2023-02-13,2024-10-11,Electronics,212.16,3,Defective,606.0,51,Male,City14,Gift Card
PROD00002615,USER00002615,2024-11-03,2024-12-07,Books,56.73,5,Defective,34.0,63,Female,City9,Debit Card
PROD00002623,USER00002623,2023-06-19,2024-06-23,Home,321.11,1,Not as described,370.0,54,Female,City1,Credit Card
PROD00002630,USER00002630,2023-05-19,2023-10-14,Clothing,313.65,1,Defective,148.0,46,Male,City21,Debit Card
PROD00002633,USER00002633,2023-07-03,2024-11-10,Clothing,147.79,2,Changed mind,496.0,59,Female,City3,Debit Card
PROD00002636,USER00002636,2023-05-12,2024-03-06,Electronics,236.4,5,Changed mind,299.0,32,Male,City61,Debit Card
PROD00002637,USER00002637,2023-09-27,2023-10-03,Electronics,181.96,1,Not as described,6.0,41,Female,City40,Debit Card
PROD00002639,USER00002639,2024-02-06,2024-08-20,Books,390.5,4,Changed mind,196.0,47,Male,City48,Credit Card
PROD00002640,USER00002640,2024-04-21,2024-07-23,Electronics,44.78,5,Changed mind,93.0,61,Male,City86,Gift Card
PROD00002648,USER00002648,2023-03-31,2024-06-24,Toys,165.53,3,Defective,451.0,18,Male,City92,Debit Card
PROD00002651,USER00002651,2024-05-19,2024-07-09,Home,315.58,5,Defective,51.0,68,Female,City75,Debit Card
PROD00002658,USER00002658,2023-01-01,2023-01-25,Toys,363.3,5,Wrong item,24.0,40,Female,City36,PayPal
PROD00002663,USER00002663,2023-05-21,2024-02-23,Electronics,368.0,1,Not as described,278.0,63,Male,City39,PayPal
PROD00002664,USER00002664,2023-07-04,2023-09-04,Electronics,122.37,1,Not as described,62.0,46,Male,City22,PayPal
PROD00002671,USER00002671,2023-12-16,2024-09-26,Home,32.81,4,Changed mind,285.0,35,Female,City80,Debit Card
PROD00002673,USER00002673,2023-06-13,2023-12-05,Clothing,156.48,5,Wrong item,175.0,34,Male,City71,Gift Card
PROD00002675,USER00002675,2023-06-28,2024-07-04,Home,340.9,1,Defective,372.0,35,Male,City61,PayPal
PROD00002688,USER00002688,2023-08-03,2023-12-21,Electronics,183.36,3,Changed mind,140.0,43,Female,City97,Credit Card
PROD00002691,USER00002691,2024-01-16,2024-04-17,Clothing,166.34,5,Not as described,92.0,57,Female,City20,Debit Card
PROD00002699,USER00002699,2023-05-26,2024-03-23,Clothing,182.03,5,Not as described,302.0,47,Male,City40,Gift Card
PROD00002710,USER00002710,2023-01-16,2024-12-02,Home,324.9,5,Defective,686.0,53,Male,City55,Gift Card
PROD00002715,USER00002715,2024-01-27,2024-05-21,Clothing,108.29,2,Wrong item,115.0,60,Male,City39,Debit Card
